Kinton Kinka Canada Holdings inc
Parent : Franchise - Restaurant/Brand Roll Up : Franchise Restaurant - Canada : Franchise Restaurant - Kinton Ramen : Franchise Restaurant - Kinton Ramen - British Columbia : Kinton Ramen Robson - KRF0018
Sales by Item Detail
"April 7, 2025 - April 13, 2025"


Item ,Type ,Date ,Document Number ,Description ,Serial Numbers ,Qty. Sold ,Sales Price ,Revenue 
Kit/Package,,,,,,,,
$Bamboo Shoots (KR),,,,,,,,
,Cash Sale,4/7/2025,4201435,,,1.00,,$2.49
,Cash Sale,4/7/2025,4201437,,,1.00,,$1.99
,Cash Sale,4/8/2025,4196613,,,1.00,,$1.99
,Cash Sale,4/8/2025,4196618,,,1.00,,$1.99
,Cash Sale,4/8/2025,4196627,,,1.00,,$1.99
,Cash Sale,4/9/2025,4197480,,,1.00,,$1.99
,Cash Sale,4/9/2025,4197470,,,1.00,,$1.99
,Cash Sale,4/9/2025,4197482,,,1.00,,$2.49
,Cash Sale,4/10/2025,4198340,,,1.00,,$1.99
,Cash Sale,4/11/2025,4199254,,,2.00,,$3.98
,Cash Sale,4/11/2025,4199249,,,2.00,,$3.98
,Cash Sale,4/11/2025,4199255,,,1.00,,$1.99
,Cash Sale,4/12/2025,4200141,,,1.00,,$2.49
,Cash Sale,4/12/2025,4200146,,,1.00,,$1.99
,Cash Sale,4/13/2025,4201014,,,1.00,,$2.49
,Cash Sale,4/13/2025,4201005,,,1.00,,$1.99
,Cash Sale,4/13/2025,4200999,,,1.00,,$2.49
,Cash Sale,4/13/2025,4201012,,,1.00,,$2.49
Total - $Bamboo Shoots (KR),,,,,,,,$42.80
$Beansprouts (KR),,,,,,,,
,Cash Sale,4/7/2025,4201432,,,1.00,,$1.99
,Cash Sale,4/7/2025,4201437,,,1.00,,$1.99
,Cash Sale,4/7/2025,4201431,,,1.00,,$2.49
,Cash Sale,4/9/2025,4197480,,,2.00,,$3.98
,Cash Sale,4/9/2025,4197470,,,3.00,,$5.97
,Cash Sale,4/10/2025,4198341,,,1.00,,$1.99
,Cash Sale,4/10/2025,4198330,,,1.00,,$1.99
,Cash Sale,4/12/2025,4200150,,,1.00,,$1.99
,Cash Sale,4/13/2025,4201012,,,1.00,,$2.49
,Cash Sale,4/13/2025,4201000,,,1.00,,$1.99
Total - $Beansprouts (KR),,,,,,,,$26.87
$Beef (KR),,,,,,,,
,Cash Sale,4/7/2025,4201436,,,1.00,,$5.99
,Cash Sale,4/7/2025,4201437,,,1.00,,$5.99
,Cash Sale,4/8/2025,4196627,,,1.00,,$5.99
,Cash Sale,4/9/2025,4197480,,,2.00,,$11.98
,Cash Sale,4/9/2025,4197478,,,1.00,,$5.99
,Cash Sale,4/9/2025,4197470,,,1.00,,$5.99
,Cash Sale,4/9/2025,4197482,,,2.00,,$11.98
,Cash Sale,4/10/2025,4198327,,,1.00,,$5.99
,Cash Sale,4/12/2025,4200150,,,1.00,,$5.99
,Cash Sale,4/12/2025,4200146,,,1.00,,$5.99
,Cash Sale,4/13/2025,4201005,,,1.00,,$5.99
Total - $Beef (KR),,,,,,,,$77.87
$Chicken Breast (KR),,,,,,,,
,Cash Sale,4/7/2025,4201432,,,1.00,,$3.99
,Cash Sale,4/8/2025,4196613,,,3.00,,$11.97
,Cash Sale,4/8/2025,4196622,,,1.00,,$3.99
,Cash Sale,4/8/2025,4196621,,,1.00,,$3.99
,Cash Sale,4/8/2025,4196627,,,1.00,,$3.99
,Cash Sale,4/9/2025,4197470,,,1.00,,$3.99
,Cash Sale,4/9/2025,4197468,,,2.00,,$7.98
,Cash Sale,4/9/2025,4197465,,,1.00,,$3.99
,Cash Sale,4/9/2025,4197475,,,1.00,,$3.99
,Cash Sale,4/9/2025,4197477,,,1.00,,$3.99
,Cash Sale,4/10/2025,4198335,,,1.00,,$3.99
,Cash Sale,4/10/2025,4198344,,,5.00,,$19.95
,Cash Sale,4/11/2025,4199249,,,1.00,,$3.99
,Cash Sale,4/12/2025,4200151,,,1.00,,$3.99
,Cash Sale,4/12/2025,4200146,,,1.00,,$3.99
,Cash Sale,4/13/2025,4201005,,,1.00,,$3.99
Total - $Chicken Breast (KR),,,,,,,,$91.77
$Corn (KR),,,,,,,,
,Cash Sale,4/7/2025,4201432,,,1.00,,$1.99
,Cash Sale,4/7/2025,4201437,,,1.00,,$1.99
,Cash Sale,4/7/2025,4201428,,,2.00,,$3.98
,Cash Sale,4/7/2025,4201434,,,1.00,,$2.49
,Cash Sale,4/8/2025,4196627,,,1.00,,$1.99
,Cash Sale,4/8/2025,4196618,,,1.00,,$1.99
,Cash Sale,4/9/2025,4197480,,,3.00,,$5.97
,Cash Sale,4/9/2025,4197484,,,1.00,,$1.99
,Cash Sale,4/9/2025,4197472,,,1.00,,$2.49
,Cash Sale,4/9/2025,4197478,,,1.00,,$2.49
,Cash Sale,4/10/2025,4198340,,,1.00,,$1.99
,Cash Sale,4/10/2025,4198325,,,1.00,,$2.49
,Cash Sale,4/10/2025,4198330,,,4.00,,$7.96
,Cash Sale,4/10/2025,4198345,,,1.00,,$1.99
,Cash Sale,4/11/2025,4199254,,,1.00,,$1.99
,Cash Sale,4/11/2025,4199260,,,4.00,,$7.96
,Cash Sale,4/11/2025,4199261,,,1.00,,$1.99
,Cash Sale,4/11/2025,4199263,,,2.00,,$4.98
,Cash Sale,4/12/2025,4200150,,,2.00,,$3.98
,Cash Sale,4/12/2025,4200146,,,1.00,,$1.99
,Cash Sale,4/13/2025,4201010,,,1.00,,$1.99
,Cash Sale,4/13/2025,4201005,,,1.00,,$1.99
Total - $Corn (KR),,,,,,,,$68.67
$Egg (KR),,,,,,,,
,Cash Sale,4/7/2025,4201417,,,1.00,,$2.49
,Cash Sale,4/7/2025,4201437,,,5.00,,$9.95
,Cash Sale,4/7/2025,4201436,,,4.00,,$9.96
,Cash Sale,4/7/2025,4201426,,,2.00,,$4.98
,Cash Sale,4/7/2025,4201428,,,2.00,,$3.98
,Cash Sale,4/7/2025,4201422,,,10.00,,$19.90
,Cash Sale,4/7/2025,4201434,,,2.00,,$4.98
,Cash Sale,4/7/2025,4201432,,,6.00,,$11.94
,Cash Sale,4/7/2025,4201430,,,4.00,,$9.96
,Cash Sale,4/7/2025,4201418,,,1.00,,$2.49
,Cash Sale,4/7/2025,4201419,,,1.00,,$2.49
