Kinton Kinka Canada Holdings inc
Parent : Franchise - Restaurant/Brand Roll Up : Franchise Restaurant - Canada : Franchise Restaurant - Kinton Ramen : Franchise Restaurant - Kinton Ramen - British Columbia : Kinton Ramen Robson - KRF0018
Sales by Item Detail
"April 14, 2025 - April 20, 2025"


Item ,Type ,Date ,Document Number ,Description ,Serial Numbers ,Qty. Sold ,Sales Price ,Revenue 
Kit/Package,,,,,,,,
$1 Topping (KR),,,,,,,,
,Cash Sale,4/14/2025,4207500,,,1.00,,$1.00
Total - $1 Topping (KR),,,,,,,,$1.00
$Bamboo Shoots (KR),,,,,,,,
,Cash Sale,4/14/2025,4207495,,,1.00,,$1.99
,Cash Sale,4/14/2025,4207501,,,1.00,,$1.99
,Cash Sale,4/14/2025,4207484,,,1.00,,$2.49
,Cash Sale,4/14/2025,4207497,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202739,,,1.00,,$1.99
,Cash Sale,4/16/2025,4203606,,,1.00,,$1.99
,Cash Sale,4/16/2025,4203616,,,2.00,,$3.98
,Cash Sale,4/17/2025,4204509,,,1.00,,$2.49
,Cash Sale,4/18/2025,4205414,,,1.00,,$1.99
,Cash Sale,4/18/2025,4205399,,,1.00,,$1.99
,Cash Sale,4/19/2025,4206208,,,1.00,,$1.99
,Cash Sale,4/19/2025,4206215,,,2.00,,$4.98
,Cash Sale,4/19/2025,4206209,,,1.00,,$2.49
,Cash Sale,4/20/2025,4207058,,,1.00,,$2.49
Total - $Bamboo Shoots (KR),,,,,,,,$35.34
$Beansprouts (KR),,,,,,,,
,Cash Sale,4/14/2025,4207495,,,1.00,,$1.99
,Cash Sale,4/14/2025,4207484,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202720,,,1.00,,$1.99
,Cash Sale,4/15/2025,4202730,,,1.00,,$2.49
,Cash Sale,4/18/2025,4205406,,,1.00,,$2.49
,Cash Sale,4/19/2025,4206205,,,1.00,,$2.49
,Cash Sale,4/19/2025,4206213,,,3.00,,$5.97
,Cash Sale,4/19/2025,4206204,,,1.00,,$1.99
,Cash Sale,4/19/2025,4206203,,,1.00,,$1.99
Total - $Beansprouts (KR),,,,,,,,$23.89
$Beef (KR),,,,,,,,
,Cash Sale,4/14/2025,4207500,,,1.00,,$5.99
,Cash Sale,4/15/2025,4202734,,,1.00,,$5.99
,Cash Sale,4/16/2025,4203616,,,1.00,,$5.99
,Cash Sale,4/18/2025,4205415,,,1.00,,$5.99
,Cash Sale,4/18/2025,4205399,,,1.00,,$5.99
,Cash Sale,4/19/2025,4206203,,,1.00,,$5.99
,Cash Sale,4/20/2025,4207052,,,1.00,,$5.99
,Cash Sale,4/20/2025,4207062,,,1.00,,$5.99
,Cash Sale,4/20/2025,4207059,,,1.00,,$5.99
Total - $Beef (KR),,,,,,,,$53.91
$Chicken Breast (KR),,,,,,,,
,Cash Sale,4/14/2025,4207495,,,1.00,,$3.99
,Cash Sale,4/16/2025,4203606,,,1.00,,$3.99
,Cash Sale,4/17/2025,4204516,,,1.00,,$3.99
,Cash Sale,4/17/2025,4204503,,,1.00,,$3.99
,Cash Sale,4/19/2025,4206203,,,1.00,,$3.99
,Cash Sale,4/20/2025,4207047,,,2.00,,$7.98
,Cash Sale,4/20/2025,4207065,,,3.00,,$11.97
Total - $Chicken Breast (KR),,,,,,,,$39.90
$Corn (KR),,,,,,,,
,Cash Sale,4/14/2025,4207495,,,1.00,,$1.99
,Cash Sale,4/14/2025,4207493,,,1.00,,$1.99
,Cash Sale,4/14/2025,4207497,,,2.00,,$4.98
,Cash Sale,4/15/2025,4202721,,,2.00,,$3.98
,Cash Sale,4/15/2025,4202739,,,1.00,,$1.99
,Cash Sale,4/15/2025,4202738,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202733,,,1.00,,$1.99
,Cash Sale,4/15/2025,4202730,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202734,,,1.00,,$1.99
,Cash Sale,4/16/2025,4203606,,,1.00,,$1.99
,Cash Sale,4/16/2025,4203622,,,2.00,,$3.98
,Cash Sale,4/16/2025,4203619,,,1.00,,$2.49
,Cash Sale,4/16/2025,4203617,,,2.00,,$4.98
,Cash Sale,4/16/2025,4203616,,,2.00,,$3.98
,Cash Sale,4/17/2025,4204509,,,1.00,,$2.49
,Cash Sale,4/17/2025,4204503,,,3.00,,$5.97
,Cash Sale,4/17/2025,4204518,,,1.00,,$1.99
,Cash Sale,4/17/2025,4204514,,,4.00,,$9.96
,Cash Sale,4/18/2025,4205403,,,1.00,,$1.99
,Cash Sale,4/18/2025,4205408,,,1.00,,$2.49
,Cash Sale,4/18/2025,4205409,,,1.00,,$1.99
,Cash Sale,4/19/2025,4206205,,,1.00,,$2.49
,Cash Sale,4/19/2025,4206213,,,2.00,,$3.98
,Cash Sale,4/19/2025,4206219,,,1.00,,$1.99
,Cash Sale,4/19/2025,4206217,,,1.00,,$2.49
,Cash Sale,4/19/2025,4206208,,,1.00,,$1.99
,Cash Sale,4/20/2025,4207046,,,1.00,,$2.49
,Cash Sale,4/20/2025,4207047,,,1.00,,$1.99
Total - $Corn (KR),,,,,,,,$85.61
$Egg (KR),,,,,,,,
,Cash Sale,4/14/2025,4207495,,,3.00,,$5.97
,Cash Sale,4/14/2025,4207501,,,1.00,,$1.99
,Cash Sale,4/14/2025,4207499,,,3.00,,$7.47
,Cash Sale,4/14/2025,4207493,,,1.00,,$1.99
,Cash Sale,4/14/2025,4207484,,,3.00,,$7.47
,Cash Sale,4/14/2025,4207489,,,9.00,,$17.91
,Cash Sale,4/14/2025,4207492,,,1.00,,$2.49
,Cash Sale,4/14/2025,4207490,,,1.00,,$2.49
,Cash Sale,4/14/2025,4207500,,,5.00,,$9.95
,Cash Sale,4/14/2025,4207497,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202718,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202739,,,4.00,,$7.96
,Cash Sale,4/15/2025,4202738,,,2.00,,$4.98
,Cash Sale,4/15/2025,4202734,,,8.00,,$15.92
,Cash Sale,4/15/2025,4202736,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202732,,,8.00,,$19.92
,Cash Sale,4/15/2025,4202724,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202721,,,5.00,,$9.95
,Cash Sale,4/16/2025,4203606,,,16.00,,$31.84
,Cash Sale,4/16/2025,4203622,,,13.00,,$25.87
,Cash Sale,4/16/2025,4203620,,,2.00,,$4.98
,Cash Sale,4/16/2025,4203619,,,2.00,,$4.98
,Cash Sale,4/16/2025,4203616,,,10.00,,$19.90
,Cash Sale,4/16/2025,4203615,,,1.00,,$2.49
,Cash Sale,4/16/2025,4203611,,,8.00,,$15.92
,Cash Sale,4/17/2025,4204504,,,2.00,,$3.98
,Cash Sale,4/17/2025,4204503,,,9.00,,$17.91
,Cash Sale,4/17/2025,4204518,,,1.00,,$1.99
,Cash Sale,4/17/2025,4204516,,,6.00,,$14.94
,Cash Sale,4/17/2025,4204499,,,2.00,,$4.98
,Cash Sale,4/17/2025,4204517,,,6.00,,$11.94
,Cash Sale,4/17/2025,4204514,,,2.00,,$4.98
,Cash Sale,4/18/2025,4205397,,,2.00,,$4.98
,Cash Sale,4/18/2025,4205408,,,4.00,,$9.96
,Cash Sale,4/18/2025,4205404,,,1.00,,$1.99
,Cash Sale,4/18/2025,4205399,,,9.00,,$17.91
,Cash Sale,4/18/2025,4205398,,,3.00,,$7.47
,Cash Sale,4/18/2025,4205414,,,7.00,,$13.93
,Cash Sale,4/18/2025,4205411,,,1.00,,$2.49
,Cash Sale,4/18/2025,4205413,,,4.00,,$9.96
,Cash Sale,4/18/2025,4205409,,,1.00,,$1.99
,Cash Sale,4/18/2025,4205403,,,7.00,,$13.93
,Cash Sale,4/18/2025,4205407,,,2.00,,$4.98
,Cash Sale,4/18/2025,4205400,,,5.00,,$12.45
,Cash Sale,4/19/2025,4206208,,,5.00,,$9.95
,Cash Sale,4/19/2025,4206201,,,1.00,,$2.49
,Cash Sale,4/19/2025,4206218,,,5.00,,$9.95
,Cash Sale,4/19/2025,4206213,,,6.00,,$11.94
,Cash Sale,4/19/2025,4206207,,,2.00,,$4.98
,Cash Sale,4/19/2025,4206216,,,2.00,,$4.98
,Cash Sale,4/19/2025,4206217,,,6.00,,$14.94
,Cash Sale,4/19/2025,4206203,,,4.00,,$7.96
,Cash Sale,4/20/2025,4207046,,,1.00,,$2.49
,Cash Sale,4/20/2025,4207044,,,2.00,,$4.98
,Cash Sale,4/20/2025,4207051,,,2.00,,$4.98
,Cash Sale,4/20/2025,4207059,,,4.00,,$7.96
,Cash Sale,4/20/2025,4207058,,,1.00,,$2.49
,Cash Sale,4/20/2025,4207057,,,2.00,,$4.98
,Cash Sale,4/20/2025,4207052,,,2.00,,$3.98
,Cash Sale,4/20/2025,4207065,,,3.00,,$5.97
,Cash Sale,4/20/2025,4207047,,,3.00,,$5.97
Total - $Egg (KR),,,,,,,,$506.15
$Extra Shirataki Noodle (KR),,,,,,,,
,Cash Sale,4/17/2025,4204516,,,1.00,,$5.99
Total - $Extra Shirataki Noodle (KR),,,,,,,,$5.99
$Fried Bean Curb (KR),,,,,,,,
,Cash Sale,4/14/2025,4207489,,,1.00,,$2.99
,Cash Sale,4/15/2025,4202721,,,1.00,,$2.99
,Cash Sale,4/15/2025,4202734,,,1.00,,$2.99
,Cash Sale,4/17/2025,4204512,,,2.00,,$5.98
,Cash Sale,4/18/2025,4205413,,,1.00,,$2.99
,Cash Sale,4/18/2025,4205414,,,2.00,,$5.98
,Cash Sale,4/19/2025,4206203,,,1.00,,$2.99
Total - $Fried Bean Curb (KR),,,,,,,,$26.91
$Garlic Oil (KR),,,,,,,,
,Cash Sale,4/14/2025,4207485,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202721,,,1.00,,$1.99
,Cash Sale,4/15/2025,4202730,,,1.00,,$2.49
,Cash Sale,4/16/2025,4203611,,,1.00,,$1.99
,Cash Sale,4/17/2025,4204516,,,1.00,,$2.49
,Cash Sale,4/18/2025,4205397,,,1.00,,$2.49
,Cash Sale,4/18/2025,4205408,,,1.00,,$2.49
,Cash Sale,4/18/2025,4205411,,,2.00,,$4.98
,Cash Sale,4/19/2025,4206205,,,1.00,,$2.49
Total - $Garlic Oil (KR),,,,,,,,$23.90
$Grated Garlic (KR),,,,,,,,
,Cash Sale,4/14/2025,4207495,,,1.00,,$1.99
,Cash Sale,4/14/2025,4207493,,,1.00,,$1.99
,Cash Sale,4/15/2025,4202727,,,2.00,,$3.98
,Cash Sale,4/15/2025,4202723,,,1.00,,$2.49
,Cash Sale,4/15/2025,4202734,,,1.00,,$1.99
,Cash Sale,4/16/2025,4203611,,,1.00,,$1.99
,Cash Sale,4/16/2025,4203622,,,1.00,,$1.99
,Cash Sale,4/19/2025,4206209,,,1.00,,$2.49
