Kinton Kinka Canada Holdings inc
Parent : Franchise - Restaurant/Brand Roll Up : Franchise Restaurant - Canada : Franchise Restaurant - Kinton Ramen : Franchise Restaurant - Kinton Ramen - British Columbia : Kinton Ramen Robson - KRF0018
Sales by Item Detail
"May 25, 2026 - May 31, 2026"


Item ,Type ,Date ,Document Number ,Description ,Serial Numbers ,Qty. Sold ,Sales Price ,Revenue 
Kit/Package,,,,,,,,
$1 Topping (KR),,,,,,,,
,Cash Sale,5/26/2026,4464748,,,1.00,,$1.00
Total - $1 Topping (KR),,,,,,,,$1.00
$Bamboo Shoots (KR),,,,,,,,
,Cash Sale,5/25/2026,4464369,,,1.00,,$2.49
,Cash Sale,5/26/2026,4464748,,,1.00,,$1.99
,Cash Sale,5/28/2026,4465527,,,1.00,,$1.99
,Cash Sale,5/29/2026,4465947,,,1.00,,$1.99
,Cash Sale,5/30/2026,4466375,,,3.00,,$5.97
,Cash Sale,5/31/2026,4466812,,,1.00,,$1.99
Total - $Bamboo Shoots (KR),,,,,,,,$16.42
$Beansprouts (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,5.00,,$9.95
,Cash Sale,5/26/2026,4464748,,,1.00,,$1.99
,Cash Sale,5/26/2026,4464750,,,1.00,,$2.49
,Cash Sale,5/27/2026,4465152,,,4.00,,$7.96
,Cash Sale,5/27/2026,4465153,,,1.00,,$2.49
,Cash Sale,5/28/2026,4465527,,,1.00,,$1.99
,Cash Sale,5/29/2026,4465947,,,1.00,,$1.99
,Cash Sale,5/30/2026,4466377,,,1.00,,$2.49
,Cash Sale,5/30/2026,4466375,,,1.00,,$1.99
,Cash Sale,5/31/2026,4466812,,,2.00,,$3.98
,Cash Sale,5/31/2026,4466813,,,2.00,,$3.98
Total - $Beansprouts (KR),,,,,,,,$41.30
$Beef (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,2.00,,$11.98
,Cash Sale,5/26/2026,4464748,,,1.00,,$5.99
,Cash Sale,5/27/2026,4465152,,,1.00,,$5.99
,Cash Sale,5/27/2026,4465153,,,1.00,,$5.99
,Cash Sale,5/28/2026,4465528,,,1.00,,$5.99
,Cash Sale,5/30/2026,4466376,,,1.00,,$5.99
,Cash Sale,5/30/2026,4466375,,,2.00,,$11.98
,Cash Sale,5/31/2026,4466812,,,1.00,,$5.99
Total - $Beef (KR),,,,,,,,$59.90
$Chicken Breast (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,3.00,,$11.97
,Cash Sale,5/25/2026,4464369,,,4.00,,$15.96
,Cash Sale,5/26/2026,4464748,,,1.00,,$3.99
,Cash Sale,5/28/2026,4465527,,,1.00,,$3.99
,Cash Sale,5/29/2026,4465950,,,1.00,,$3.99
,Cash Sale,5/30/2026,4466375,,,1.00,,$3.99
,Cash Sale,5/31/2026,4466812,,,1.00,,$3.99
,Cash Sale,5/31/2026,4466815,,,1.00,,$3.99
Total - $Chicken Breast (KR),,,,,,,,$51.87
$Corn (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,6.00,,$11.94
,Cash Sale,5/25/2026,4464372,,,2.00,,$4.98
,Cash Sale,5/25/2026,4464367,,,1.00,,$2.49
,Cash Sale,5/25/2026,4464369,,,3.00,,$7.47
,Cash Sale,5/26/2026,4464748,,,1.00,,$1.99
,Cash Sale,5/26/2026,4464754,,,1.00,,$2.49
,Cash Sale,5/26/2026,4464749,,,1.00,,$2.49
,Cash Sale,5/27/2026,4465152,,,5.00,,$9.95
,Cash Sale,5/27/2026,4465153,,,1.00,,$2.49
,Cash Sale,5/28/2026,4465527,,,1.00,,$1.99
,Cash Sale,5/29/2026,4465947,,,3.00,,$5.97
,Cash Sale,5/29/2026,4465950,,,1.00,,$2.49
,Cash Sale,5/29/2026,4465948,,,1.00,,$2.49
,Cash Sale,5/30/2026,4466377,,,1.00,,$2.49
,Cash Sale,5/30/2026,4466375,,,3.00,,$5.97
,Cash Sale,5/30/2026,4466379,,,1.00,,$1.99
,Cash Sale,5/31/2026,4466812,,,4.00,,$7.96
Total - $Corn (KR),,,,,,,,$77.64
$Egg (KR),,,,,,,,
,Cash Sale,5/25/2026,4464368,,,1.00,,$1.99
,Cash Sale,5/25/2026,4464371,,,2.00,,$4.98
,Cash Sale,5/25/2026,4464372,,,1.00,,$2.49
,Cash Sale,5/25/2026,4464367,,,3.00,,$7.47
,Cash Sale,5/25/2026,4464369,,,9.00,,$22.41
,Cash Sale,5/25/2026,4464366,,,27.00,,$53.73
,Cash Sale,5/26/2026,4464748,,,38.00,,$75.62
,Cash Sale,5/26/2026,4464754,,,1.00,,$2.49
,Cash Sale,5/26/2026,4464749,,,4.00,,$9.96
,Cash Sale,5/26/2026,4464750,,,4.00,,$9.96
,Cash Sale,5/26/2026,4464752,,,2.00,,$3.98
,Cash Sale,5/27/2026,4465155,,,4.00,,$7.96
,Cash Sale,5/27/2026,4465153,,,1.00,,$2.49
,Cash Sale,5/27/2026,4465152,,,43.00,,$85.57
,Cash Sale,5/28/2026,4465536,,,1.00,,$2.49
,Cash Sale,5/28/2026,4465530,,,4.00,,$9.96
,Cash Sale,5/28/2026,4465535,,,1.00,,$2.49
,Cash Sale,5/28/2026,4465528,,,1.00,,$1.99
,Cash Sale,5/28/2026,4465532,,,1.00,,$2.49
,Cash Sale,5/28/2026,4465529,,,1.00,,$2.49
,Cash Sale,5/28/2026,4465527,,,19.00,,$37.81
,Cash Sale,5/29/2026,4465952,,,1.00,,$2.49
,Cash Sale,5/29/2026,4465950,,,4.00,,$9.96
,Cash Sale,5/29/2026,4465951,,,1.00,,$2.49
,Cash Sale,5/29/2026,4465949,,,1.00,,$1.99
,Cash Sale,5/29/2026,4465948,,,5.00,,$12.45
,Cash Sale,5/29/2026,4465947,,,25.00,,$49.75
,Cash Sale,5/30/2026,4466376,,,8.00,,$19.92
,Cash Sale,5/30/2026,4466375,,,36.00,,$71.64
,Cash Sale,5/30/2026,4466377,,,3.00,,$7.47
,Cash Sale,5/31/2026,4466812,,,46.00,,$91.54
,Cash Sale,5/31/2026,4466814,,,2.00,,$3.98
,Cash Sale,5/31/2026,4466817,,,1.00,,$2.49
,Cash Sale,5/31/2026,4466815,,,1.00,,$2.49
,Cash Sale,5/31/2026,4466813,,,3.00,,$5.97
Total - $Egg (KR),,,,,,,,$635.45
$Fried Bean Curb (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,2.00,,$5.98
,Cash Sale,5/25/2026,4464369,,,1.00,,$2.99
,Cash Sale,5/26/2026,4464749,,,1.00,,$2.99
,Cash Sale,5/27/2026,4465152,,,2.00,,$5.98
,Cash Sale,5/27/2026,4465153,,,1.00,,$2.99
,Cash Sale,5/29/2026,4465947,,,1.00,,$2.99
,Cash Sale,5/30/2026,4466376,,,1.00,,$2.99
,Cash Sale,5/30/2026,4466375,,,1.00,,$2.99
,Cash Sale,5/31/2026,4466812,,,1.00,,$2.99
,Cash Sale,5/31/2026,4466815,,,1.00,,$2.99
Total - $Fried Bean Curb (KR),,,,,,,,$35.88
$Garlic Oil (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,1.00,,$1.99
,Cash Sale,5/25/2026,4464369,,,1.00,,$2.49
,Cash Sale,5/26/2026,4464750,,,1.00,,$2.49
,Cash Sale,5/27/2026,4465153,,,1.00,,$2.49
,Cash Sale,5/28/2026,4465529,,,1.00,,$2.49
,Cash Sale,5/30/2026,4466376,,,1.00,,$2.49
,Cash Sale,5/30/2026,4466377,,,1.00,,$2.49
,Cash Sale,5/31/2026,4466814,,,1.00,,$1.99
Total - $Garlic Oil (KR),,,,,,,,$18.92
$Grated Garlic (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,1.00,,$1.99
,Cash Sale,5/25/2026,4464372,,,1.00,,$2.49
,Cash Sale,5/26/2026,4464750,,,1.00,,$2.49
,Cash Sale,5/27/2026,4465152,,,1.00,,$1.99
,Cash Sale,5/30/2026,4466380,,,1.00,,$2.49
,Cash Sale,5/30/2026,4466375,,,1.00,,$1.99
,Cash Sale,5/31/2026,4466812,,,1.00,,$1.99
,Cash Sale,5/31/2026,4466815,,,1.00,,$2.49
Total - $Grated Garlic (KR),,,,,,,,$17.92
$Half Noodle - Thick (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,1.00,,$1.99
,Cash Sale,5/25/2026,4464369,,,2.00,,$5.98
,Cash Sale,5/26/2026,4464748,,,1.00,,$1.99
,Cash Sale,5/26/2026,4464752,,,1.00,,$1.99
,Cash Sale,5/27/2026,4465154,,,2.00,,$5.98
,Cash Sale,5/27/2026,4465152,,,5.00,,$9.95
,Cash Sale,5/28/2026,4465527,,,1.00,,$1.99
,Cash Sale,5/28/2026,4465535,,,1.00,,$2.99
,Cash Sale,5/28/2026,4465529,,,1.00,,$2.99
,Cash Sale,5/29/2026,4465947,,,1.00,,$1.99
,Cash Sale,5/29/2026,4465951,,,2.00,,$5.98
,Cash Sale,5/29/2026,4465949,,,1.00,,$1.99
,Cash Sale,5/30/2026,4466376,,,1.00,,$2.99
,Cash Sale,5/30/2026,4466375,,,2.00,,$3.98
,Cash Sale,5/31/2026,4466812,,,1.00,,$1.99
Total - $Half Noodle - Thick (KR),,,,,,,,$54.77
$Half Noodle - Thin (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,1.00,,$1.99
,Cash Sale,5/25/2026,4464369,,,2.00,,$5.98
,Cash Sale,5/26/2026,4464748,,,7.00,,$13.93
,Cash Sale,5/26/2026,4464753,,,1.00,,$1.99
,Cash Sale,5/26/2026,4464749,,,2.00,,$5.98
,Cash Sale,5/27/2026,4465153,,,1.00,,$2.99
,Cash Sale,5/28/2026,4465527,,,1.00,,$1.99
,Cash Sale,5/29/2026,4465947,,,5.00,,$9.95
,Cash Sale,5/29/2026,4465950,,,2.00,,$5.98
,Cash Sale,5/30/2026,4466376,,,1.00,,$2.99
,Cash Sale,5/30/2026,4466375,,,2.00,,$3.98
,Cash Sale,5/31/2026,4466812,,,3.00,,$5.97
,Cash Sale,5/31/2026,4466815,,,2.00,,$5.98
Total - $Half Noodle - Thin (KR),,,,,,,,$69.70
$Jalapeno Paste (KR),,,,,,,,
,Cash Sale,5/25/2026,4464369,,,1.00,,$2.49
,Cash Sale,5/26/2026,4464748,,,1.00,,$1.99
,Cash Sale,5/27/2026,4465152,,,3.00,,$5.97
,Cash Sale,5/27/2026,4465153,,,1.00,,$2.49
,Cash Sale,5/29/2026,4465947,,,1.00,,$1.99
,Cash Sale,5/29/2026,4465948,,,1.00,,$2.49
,Cash Sale,5/30/2026,4466375,,,2.00,,$3.98
,Cash Sale,5/31/2026,4466812,,,1.00,,$1.99
Total - $Jalapeno Paste (KR),,,,,,,,$23.39
$Nori (KR),,,,,,,,
,Cash Sale,5/25/2026,4464366,,,2.00,,$2.98
