Kinton Kinka Canada Holdings inc
Parent : Franchise - Restaurant/Brand Roll Up : Franchise Restaurant - Canada : Franchise Restaurant - Kinton Ramen : Franchise Restaurant - Kinton Ramen - British Columbia : Kinton Ramen Robson - KRF0018
Sales by Item Detail
"May 4, 2026 - May 10, 2026"


Item ,Type ,Date ,Document Number ,Description ,Serial Numbers ,Qty. Sold ,Sales Price ,Revenue 
Kit/Package,,,,,,,,
$1 Topping (KR),,,,,,,,
,Cash Sale,5/8/2026,4457330,,,1.00,,$1.00
Total - $1 Topping (KR),,,,,,,,$1.00
$Bamboo Shoots (KR),,,,,,,,
,Cash Sale,5/5/2026,4456069,,,1.00,,$1.99
,Cash Sale,5/6/2026,4456475,,,1.00,,$1.99
,Cash Sale,5/7/2026,4456897,,,1.00,,$2.49
,Cash Sale,5/7/2026,4456898,,,1.00,,$1.99
,Cash Sale,5/8/2026,4457330,,,2.00,,$3.98
,Cash Sale,5/9/2026,4457746,,,1.00,,$2.49
,Cash Sale,5/10/2026,4458165,,,1.00,,$1.99
Total - $Bamboo Shoots (KR),,,,,,,,$16.92
$Beansprouts (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,3.00,,$5.97
,Cash Sale,5/4/2026,4455647,,,1.00,,$1.99
,Cash Sale,5/6/2026,4456475,,,1.00,,$1.99
,Cash Sale,5/7/2026,4456897,,,1.00,,$2.49
,Cash Sale,5/7/2026,4456898,,,2.00,,$3.98
,Cash Sale,5/8/2026,4457333,,,1.00,,$2.49
,Cash Sale,5/8/2026,4457330,,,1.00,,$1.99
,Cash Sale,5/9/2026,4457746,,,1.00,,$2.49
,Cash Sale,5/9/2026,4457743,,,4.00,,$7.96
,Cash Sale,5/10/2026,4458165,,,1.00,,$1.99
,Cash Sale,5/10/2026,4458170,,,1.00,,$1.99
,Cash Sale,5/10/2026,4458166,,,1.00,,$2.49
Total - $Beansprouts (KR),,,,,,,,$37.82
$Beef (KR),,,,,,,,
,Cash Sale,5/4/2026,4455645,,,1.00,,$5.99
,Cash Sale,5/5/2026,4456069,,,2.00,,$11.98
,Cash Sale,5/8/2026,4457332,,,1.00,,$5.99
,Cash Sale,5/8/2026,4457330,,,1.00,,$5.99
,Cash Sale,5/9/2026,4457746,,,1.00,,$5.99
,Cash Sale,5/9/2026,4457743,,,1.00,,$5.99
,Cash Sale,5/10/2026,4458165,,,2.00,,$11.98
,Cash Sale,5/10/2026,4458166,,,1.00,,$5.99
Total - $Beef (KR),,,,,,,,$59.90
$Chicken Breast (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,5.00,,$19.95
,Cash Sale,5/6/2026,4456475,,,1.00,,$3.99
,Cash Sale,5/7/2026,4456897,,,3.00,,$11.97
,Cash Sale,5/7/2026,4456898,,,1.00,,$3.99
,Cash Sale,5/8/2026,4457330,,,1.00,,$3.99
,Cash Sale,5/9/2026,4457743,,,1.00,,$3.99
,Cash Sale,5/10/2026,4458165,,,2.00,,$7.98
Total - $Chicken Breast (KR),,,,,,,,$55.86
$Corn (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,6.00,,$11.94
,Cash Sale,5/4/2026,4455647,,,1.00,,$1.99
,Cash Sale,5/5/2026,4456073,,,1.00,,$1.99
,Cash Sale,5/5/2026,4456069,,,1.00,,$1.99
,Cash Sale,5/6/2026,4456475,,,8.00,,$15.92
,Cash Sale,5/6/2026,4456479,,,1.00,,$2.49
,Cash Sale,5/6/2026,4456477,,,1.00,,$2.49
,Cash Sale,5/7/2026,4456897,,,1.00,,$2.49
,Cash Sale,5/7/2026,4456898,,,4.00,,$7.96
,Cash Sale,5/8/2026,4457331,,,1.00,,$2.49
,Cash Sale,5/8/2026,4457330,,,4.00,,$7.96
,Cash Sale,5/9/2026,4457746,,,1.00,,$2.49
,Cash Sale,5/9/2026,4457743,,,4.00,,$7.96
,Cash Sale,5/10/2026,4458165,,,2.00,,$3.98
,Cash Sale,5/10/2026,4458170,,,1.00,,$1.99
Total - $Corn (KR),,,,,,,,$76.13
$Egg (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,40.00,,$79.60
,Cash Sale,5/4/2026,4455645,,,1.00,,$2.49
,Cash Sale,5/5/2026,4456073,,,1.00,,$1.99
,Cash Sale,5/5/2026,4456075,,,1.00,,$2.49
,Cash Sale,5/5/2026,4456072,,,4.00,,$9.96
,Cash Sale,5/5/2026,4456071,,,1.00,,$2.49
,Cash Sale,5/5/2026,4456069,,,27.00,,$53.73
,Cash Sale,5/5/2026,4456074,,,1.00,,$2.49
,Cash Sale,5/6/2026,4456475,,,31.00,,$61.69
,Cash Sale,5/6/2026,4456482,,,1.00,,$1.99
,Cash Sale,5/6/2026,4456483,,,1.00,,$2.49
,Cash Sale,5/6/2026,4456479,,,5.00,,$12.45
,Cash Sale,5/6/2026,4456477,,,7.00,,$17.43
,Cash Sale,5/7/2026,4456897,,,4.00,,$9.96
,Cash Sale,5/7/2026,4456900,,,1.00,,$1.99
,Cash Sale,5/7/2026,4456899,,,2.00,,$4.98
,Cash Sale,5/7/2026,4456902,,,1.00,,$2.49
,Cash Sale,5/7/2026,4456898,,,28.00,,$55.72
,Cash Sale,5/8/2026,4457335,,,1.00,,$2.49
,Cash Sale,5/8/2026,4457330,,,25.00,,$49.75
,Cash Sale,5/8/2026,4457331,,,3.00,,$7.47
,Cash Sale,5/8/2026,4457332,,,1.00,,$1.99
,Cash Sale,5/8/2026,4457334,,,1.00,,$2.49
,Cash Sale,5/8/2026,4457333,,,3.00,,$7.47
,Cash Sale,5/9/2026,4457746,,,7.00,,$17.43
,Cash Sale,5/9/2026,4457743,,,62.00,,$123.38
,Cash Sale,5/9/2026,4457748,,,1.00,,$1.99
,Cash Sale,5/10/2026,4458165,,,36.00,,$71.64
,Cash Sale,5/10/2026,4458167,,,4.00,,$9.96
,Cash Sale,5/10/2026,4458168,,,1.00,,$2.49
,Cash Sale,5/10/2026,4458166,,,4.00,,$9.96
Total - $Egg (KR),,,,,,,,$634.94
$Extra Shirataki Noodle (KR),,,,,,,,
,Cash Sale,5/5/2026,4456074,,,1.00,,$3.99
,Cash Sale,5/10/2026,4458165,,,1.00,,$3.99
Total - $Extra Shirataki Noodle (KR),,,,,,,,$7.98
$Fried Bean Curb (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,1.00,,$2.99
,Cash Sale,5/5/2026,4456071,,,1.00,,$2.99
,Cash Sale,5/6/2026,4456475,,,3.00,,$8.97
,Cash Sale,5/8/2026,4457333,,,1.00,,$2.99
,Cash Sale,5/8/2026,4457331,,,1.00,,$2.99
,Cash Sale,5/9/2026,4457746,,,1.00,,$2.99
,Cash Sale,5/9/2026,4457743,,,2.00,,$5.98
,Cash Sale,5/10/2026,4458168,,,1.00,,$2.99
Total - $Fried Bean Curb (KR),,,,,,,,$32.89
$Garlic Oil (KR),,,,,,,,
,Cash Sale,5/5/2026,4456072,,,1.00,,$2.49
,Cash Sale,5/6/2026,4456479,,,3.00,,$7.47
,Cash Sale,5/9/2026,4457746,,,2.00,,$4.98
Total - $Garlic Oil (KR),,,,,,,,$14.94
$Grated Garlic (KR),,,,,,,,
,Cash Sale,5/5/2026,4456072,,,1.00,,$2.49
,Cash Sale,5/6/2026,4456475,,,1.00,,$1.99
,Cash Sale,5/7/2026,4456897,,,1.00,,$2.49
,Cash Sale,5/9/2026,4457743,,,2.00,,$3.98
,Cash Sale,5/10/2026,4458166,,,1.00,,$2.49
Total - $Grated Garlic (KR),,,,,,,,$13.44
$Half Noodle - Thick (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,4.00,,$7.96
,Cash Sale,5/5/2026,4456069,,,1.00,,$1.99
,Cash Sale,5/5/2026,4456076,,,1.00,,$1.99
,Cash Sale,5/5/2026,4456075,,,1.00,,$2.99
,Cash Sale,5/6/2026,4456475,,,2.00,,$3.98
,Cash Sale,5/6/2026,4456479,,,2.00,,$5.98
,Cash Sale,5/7/2026,4456898,,,1.00,,$1.99
,Cash Sale,5/7/2026,4456899,,,1.00,,$2.99
,Cash Sale,5/8/2026,4457331,,,1.00,,$2.99
,Cash Sale,5/8/2026,4457330,,,2.00,,$3.98
,Cash Sale,5/9/2026,4457743,,,5.00,,$9.95
,Cash Sale,5/10/2026,4458165,,,3.00,,$5.97
,Cash Sale,5/10/2026,4458167,,,2.00,,$5.98
,Cash Sale,5/10/2026,4458168,,,1.00,,$2.99
Total - $Half Noodle - Thick (KR),,,,,,,,$61.73
$Half Noodle - Thin (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,1.00,,$1.99
,Cash Sale,5/5/2026,4456069,,,3.00,,$5.97
,Cash Sale,5/6/2026,4456475,,,3.00,,$5.97
,Cash Sale,5/6/2026,4456479,,,1.00,,$2.99
,Cash Sale,5/7/2026,4456897,,,1.00,,$2.99
,Cash Sale,5/7/2026,4456899,,,2.00,,$5.98
,Cash Sale,5/7/2026,4456898,,,1.00,,$1.99
,Cash Sale,5/8/2026,4457330,,,5.00,,$9.95
,Cash Sale,5/10/2026,4458165,,,1.00,,$1.99
,Cash Sale,5/10/2026,4458166,,,1.00,,$2.99
Total - $Half Noodle - Thin (KR),,,,,,,,$42.81
$Jalapeno Paste (KR),,,,,,,,
,Cash Sale,5/5/2026,4456069,,,1.00,,$1.99
,Cash Sale,5/6/2026,4456479,,,1.00,,$2.49
,Cash Sale,5/8/2026,4457330,,,2.00,,$3.98
,Cash Sale,5/9/2026,4457746,,,1.00,,$2.49
,Cash Sale,5/9/2026,4457743,,,2.00,,$3.98
Total - $Jalapeno Paste (KR),,,,,,,,$14.93
$Nori (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,1.00,,$1.49
,Cash Sale,5/4/2026,4455647,,,1.00,,$1.49
,Cash Sale,5/5/2026,4456069,,,1.00,,$1.49
,Cash Sale,5/6/2026,4456475,,,2.00,,$2.98
,Cash Sale,5/7/2026,4456898,,,3.00,,$4.47
,Cash Sale,5/8/2026,4457330,,,1.00,,$1.49
,Cash Sale,5/9/2026,4457743,,,1.00,,$1.49
,Cash Sale,5/10/2026,4458165,,,5.00,,$7.45
Total - $Nori (KR),,,,,,,,$22.35
$Pork (KR),,,,,,,,
,Cash Sale,5/4/2026,4455644,,,1.00,,$3.99
,Cash Sale,5/5/2026,4456069,,,4.00,,$15.96
,Cash Sale,5/5/2026,4456076,,,1.00,,$3.99
,Cash Sale,5/5/2026,4456071,,,1.00,,$3.99
,Cash Sale,5/6/2026,4456475,,,2.00,,$7.98
,Cash Sale,5/6/2026,4456479,,,1.00,,$3.99
,Cash Sale,5/7/2026,4456898,,,6.00,,$23.94
,Cash Sale,5/7/2026,4456899,,,1.00,,$3.99
,Cash Sale,5/8/2026,4457330,,,1.00,,$3.99
,Cash Sale,5/9/2026,4457746,,,1.00,,$3.99
