Kinton Kinka Canada Holdings inc
Parent : Franchise - Restaurant/Brand Roll Up : Franchise Restaurant - Canada : Franchise Restaurant - Kinton Ramen : Franchise Restaurant - Kinton Ramen - British Columbia : Kinton Ramen Robson - KRF0018
Sales by Item Detail
"March 16, 2026 - March 22, 2026"


Item ,Type ,Date ,Document Number ,Description ,Serial Numbers ,Qty. Sold ,Sales Price ,Revenue 
Kit/Package,,,,,,,,
$Bamboo Shoots (KR),,,,,,,,
,Cash Sale,3/16/2026,4435643,,,2.00,,$4.98
,Cash Sale,3/17/2026,4436081,,,4.00,,$7.96
,Cash Sale,3/17/2026,4436083,,,2.00,,$4.98
,Cash Sale,3/18/2026,4436479,,,2.00,,$3.98
,Cash Sale,3/18/2026,4436481,,,1.00,,$2.49
,Cash Sale,3/18/2026,4436480,,,2.00,,$4.98
,Cash Sale,3/19/2026,4436883,,,1.00,,$1.99
,Cash Sale,3/19/2026,4436886,,,2.00,,$4.98
,Cash Sale,3/20/2026,4437292,,,2.00,,$3.98
,Cash Sale,3/21/2026,4437709,,,6.00,,$14.94
,Cash Sale,3/21/2026,4437707,,,6.00,,$11.94
,Cash Sale,3/22/2026,4438128,,,2.00,,$3.98
Total - $Bamboo Shoots (KR),,,,,,,,$71.18
$Beansprouts (KR),,,,,,,,
,Cash Sale,3/16/2026,4435641,,,2.00,,$3.98
,Cash Sale,3/16/2026,4435643,,,1.00,,$2.49
,Cash Sale,3/17/2026,4436081,,,3.00,,$5.97
,Cash Sale,3/19/2026,4436883,,,4.00,,$7.96
,Cash Sale,3/20/2026,4437292,,,1.00,,$1.99
,Cash Sale,3/21/2026,4437707,,,3.00,,$5.97
,Cash Sale,3/22/2026,4438128,,,4.00,,$7.96
Total - $Beansprouts (KR),,,,,,,,$36.32
$Beef (KR),,,,,,,,
,Cash Sale,3/16/2026,4435641,,,4.00,,$23.96
,Cash Sale,3/16/2026,4435643,,,1.00,,$5.99
,Cash Sale,3/19/2026,4436883,,,6.00,,$35.94
,Cash Sale,3/20/2026,4437292,,,2.00,,$11.98
,Cash Sale,3/20/2026,4437296,,,1.00,,$5.99
,Cash Sale,3/20/2026,4437293,,,1.00,,$5.99
,Cash Sale,3/21/2026,4437712,,,1.00,,$5.99
,Cash Sale,3/21/2026,4437707,,,1.00,,$5.99
,Cash Sale,3/22/2026,4438128,,,2.00,,$11.98
,Cash Sale,3/22/2026,4438130,,,1.00,,$5.99
Total - $Beef (KR),,,,,,,,$119.80
$Chicken Breast (KR),,,,,,,,
,Cash Sale,3/16/2026,4435641,,,1.00,,$3.99
,Cash Sale,3/17/2026,4436080,,,4.00,,$15.96
,Cash Sale,3/18/2026,4436479,,,1.00,,$3.99
,Cash Sale,3/19/2026,4436883,,,2.00,,$7.98
,Cash Sale,3/19/2026,4436886,,,2.00,,$7.98
,Cash Sale,3/19/2026,4436885,,,1.00,,$3.99
,Cash Sale,3/19/2026,4436884,,,1.00,,$3.99
,Cash Sale,3/20/2026,4437292,,,1.00,,$3.99
,Cash Sale,3/21/2026,4437707,,,3.00,,$11.97
,Cash Sale,3/22/2026,4438128,,,1.00,,$3.99
,Cash Sale,3/22/2026,4438129,,,1.00,,$3.99
Total - $Chicken Breast (KR),,,,,,,,$71.82
$Corn (KR),,,,,,,,
,Cash Sale,3/16/2026,4435641,,,4.00,,$7.96
,Cash Sale,3/16/2026,4435643,,,1.00,,$2.49
,Cash Sale,3/17/2026,4436081,,,2.00,,$3.98
,Cash Sale,3/18/2026,4436486,,,1.00,,$1.99
,Cash Sale,3/18/2026,4436479,,,1.00,,$1.99
,Cash Sale,3/19/2026,4436883,,,1.00,,$1.99
,Cash Sale,3/19/2026,4436886,,,2.00,,$4.98
,Cash Sale,3/20/2026,4437292,,,4.00,,$7.96
,Cash Sale,3/20/2026,4437295,,,2.00,,$4.98
,Cash Sale,3/21/2026,4437712,,,1.00,,$2.49
,Cash Sale,3/21/2026,4437707,,,11.00,,$21.89
,Cash Sale,3/21/2026,4437709,,,2.00,,$4.98
,Cash Sale,3/22/2026,4438127,,,6.00,,$14.94
,Cash Sale,3/22/2026,4438128,,,3.00,,$5.97
Total - $Corn (KR),,,,,,,,$88.59
$Egg (KR),,,,,,,,
,Cash Sale,3/16/2026,4435646,,,1.00,,$2.49
,Cash Sale,3/16/2026,4435644,,,2.00,,$4.98
,Cash Sale,3/16/2026,4435643,,,13.00,,$32.37
,Cash Sale,3/16/2026,4435642,,,2.00,,$4.98
,Cash Sale,3/16/2026,4435641,,,33.00,,$65.67
,Cash Sale,3/17/2026,4436080,,,4.00,,$9.96
,Cash Sale,3/17/2026,4436083,,,5.00,,$12.45
,Cash Sale,3/17/2026,4436081,,,27.00,,$53.73
,Cash Sale,3/17/2026,4436079,,,1.00,,$2.49
,Cash Sale,3/17/2026,4436087,,,1.00,,$2.49
,Cash Sale,3/18/2026,4436483,,,1.00,,$1.99
,Cash Sale,3/18/2026,4436481,,,5.00,,$12.45
,Cash Sale,3/18/2026,4436480,,,12.00,,$29.88
,Cash Sale,3/18/2026,4436479,,,31.00,,$61.69
,Cash Sale,3/19/2026,4436890,,,1.00,,$2.49
,Cash Sale,3/19/2026,4436887,,,2.00,,$4.98
,Cash Sale,3/19/2026,4436886,,,5.00,,$12.45
,Cash Sale,3/19/2026,4436884,,,2.00,,$4.98
,Cash Sale,3/19/2026,4436883,,,41.00,,$81.59
,Cash Sale,3/20/2026,4437292,,,33.00,,$65.67
,Cash Sale,3/20/2026,4437296,,,2.00,,$3.98
,Cash Sale,3/20/2026,4437295,,,2.00,,$4.98
,Cash Sale,3/20/2026,4437293,,,6.00,,$14.94
,Cash Sale,3/21/2026,4437710,,,1.00,,$1.99
,Cash Sale,3/21/2026,4437707,,,56.00,,$111.44
,Cash Sale,3/21/2026,4437709,,,15.00,,$37.35
,Cash Sale,3/21/2026,4437712,,,4.00,,$9.96
,Cash Sale,3/21/2026,4437708,,,3.00,,$7.47
,Cash Sale,3/21/2026,4437715,,,1.00,,$2.49
,Cash Sale,3/22/2026,4438132,,,1.00,,$2.49
,Cash Sale,3/22/2026,4438131,,,2.00,,$4.98
,Cash Sale,3/22/2026,4438130,,,1.00,,$1.99
,Cash Sale,3/22/2026,4438129,,,7.00,,$17.43
,Cash Sale,3/22/2026,4438128,,,32.00,,$63.68
