Kinton Kinka Canada Holdings inc
Parent : Franchise - Restaurant/Brand Roll Up : Franchise Restaurant - Canada : Franchise Restaurant - Kinton Ramen : Franchise Restaurant - Kinton Ramen - British Columbia : Kinton Ramen Robson - KRF0018
Sales by Item Detail
"March 2, 2026 - March 8, 2026"


Item ,Type ,Date ,Document Number ,Description ,Serial Numbers ,Qty. Sold ,Sales Price ,Revenue 
Kit/Package,,,,,,,,
$1 Topping (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,1.00,,$1.00
Total - $1 Topping (KR),,,,,,,,$1.00
$1.49 Toppings (KR),,,,,,,,
,Cash Sale,3/8/2026,4432392,,,1.00,,$1.49
Total - $1.49 Toppings (KR),,,,,,,,$1.49
$Bamboo Shoots (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,4.00,,$7.96
,Cash Sale,3/2/2026,4429213,,,1.00,,$2.49
,Cash Sale,3/3/2026,4429598,,,2.00,,$3.98
,Cash Sale,3/4/2026,4430020,,,1.00,,$1.99
,Cash Sale,3/4/2026,4430022,,,1.00,,$2.49
,Cash Sale,3/5/2026,4430423,,,2.00,,$3.98
,Cash Sale,3/6/2026,4430850,,,1.00,,$2.49
,Cash Sale,3/6/2026,4430849,,,4.00,,$7.96
,Cash Sale,3/7/2026,4431291,,,3.00,,$5.97
,Cash Sale,3/8/2026,4432393,,,2.00,,$4.98
,Cash Sale,3/8/2026,4432394,,,4.00,,$9.96
Total - $Bamboo Shoots (KR),,,,,,,,$54.25
$Beansprouts (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,3.00,,$5.97
,Cash Sale,3/3/2026,4429600,,,1.00,,$2.49
,Cash Sale,3/3/2026,4429598,,,1.00,,$1.99
,Cash Sale,3/5/2026,4430423,,,2.00,,$3.98
,Cash Sale,3/5/2026,4430426,,,1.00,,$2.49
,Cash Sale,3/6/2026,4430849,,,2.00,,$3.98
,Cash Sale,3/7/2026,4431291,,,3.00,,$5.97
,Cash Sale,3/8/2026,4432392,,,2.00,,$3.98
Total - $Beansprouts (KR),,,,,,,,$30.85
$Beef (KR),,,,,,,,
,Cash Sale,3/3/2026,4429600,,,1.00,,$5.99
,Cash Sale,3/4/2026,4430020,,,2.00,,$11.98
,Cash Sale,3/5/2026,4430423,,,2.00,,$11.98
,Cash Sale,3/6/2026,4430849,,,1.00,,$5.99
,Cash Sale,3/7/2026,4431291,,,4.00,,$23.96
,Cash Sale,3/8/2026,4432392,,,4.00,,$23.96
,Cash Sale,3/8/2026,4432394,,,2.00,,$11.98
Total - $Beef (KR),,,,,,,,$95.84
$Chicken Breast (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,1.00,,$3.99
,Cash Sale,3/3/2026,4429600,,,4.00,,$15.96
,Cash Sale,3/4/2026,4430019,,,1.00,,$3.99
,Cash Sale,3/5/2026,4430423,,,1.00,,$3.99
,Cash Sale,3/6/2026,4430849,,,1.00,,$3.99
,Cash Sale,3/8/2026,4432392,,,1.00,,$3.99
Total - $Chicken Breast (KR),,,,,,,,$35.91
$Corn (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,1.00,,$1.99
,Cash Sale,3/2/2026,4429213,,,1.00,,$2.49
,Cash Sale,3/3/2026,4429600,,,3.00,,$7.47
,Cash Sale,3/3/2026,4429601,,,1.00,,$1.99
,Cash Sale,3/3/2026,4429598,,,8.00,,$15.92
,Cash Sale,3/4/2026,4430020,,,3.00,,$5.97
,Cash Sale,3/5/2026,4430423,,,3.00,,$5.97
,Cash Sale,3/5/2026,4430424,,,2.00,,$4.98
,Cash Sale,3/6/2026,4430849,,,3.00,,$5.97
,Cash Sale,3/6/2026,4430851,,,2.00,,$4.98
,Cash Sale,3/7/2026,4431291,,,2.00,,$3.98
,Cash Sale,3/7/2026,4431292,,,2.00,,$4.98
,Cash Sale,3/7/2026,4431293,,,1.00,,$2.49
,Cash Sale,3/8/2026,4432396,,,1.00,,$1.99
,Cash Sale,3/8/2026,4432394,,,2.00,,$4.98
,Cash Sale,3/8/2026,4432393,,,2.00,,$4.98
,Cash Sale,3/8/2026,4432392,,,4.00,,$7.96
Total - $Corn (KR),,,,,,,,$89.09
$Egg (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,42.00,,$83.58
,Cash Sale,3/2/2026,4429213,,,10.00,,$24.90
,Cash Sale,3/2/2026,4429212,,,5.00,,$12.45
,Cash Sale,3/2/2026,4429207,,,1.00,,$1.99
,Cash Sale,3/3/2026,4429599,,,6.00,,$14.94
,Cash Sale,3/3/2026,4429601,,,1.00,,$1.99
,Cash Sale,3/3/2026,4429598,,,31.00,,$61.69
,Cash Sale,3/3/2026,4429600,,,21.00,,$52.29
,Cash Sale,3/4/2026,4430020,,,26.00,,$51.74
,Cash Sale,3/4/2026,4430026,,,1.00,,$2.49
,Cash Sale,3/4/2026,4430025,,,1.00,,$1.99
,Cash Sale,3/4/2026,4430022,,,1.00,,$2.49
,Cash Sale,3/4/2026,4430021,,,5.00,,$12.45
,Cash Sale,3/5/2026,4430430,,,1.00,,$1.99
,Cash Sale,3/5/2026,4430426,,,11.00,,$27.39
,Cash Sale,3/5/2026,4430425,,,1.00,,$1.99
,Cash Sale,3/5/2026,4430424,,,15.00,,$37.35
,Cash Sale,3/5/2026,4430423,,,32.00,,$63.68
,Cash Sale,3/5/2026,4430431,,,1.00,,$2.49
,Cash Sale,3/6/2026,4430852,,,5.00,,$9.95
,Cash Sale,3/6/2026,4430851,,,12.00,,$29.88
,Cash Sale,3/6/2026,4430849,,,40.00,,$79.60
,Cash Sale,3/6/2026,4430850,,,11.00,,$27.39
,Cash Sale,3/6/2026,4430858,,,1.00,,$2.49
,Cash Sale,3/7/2026,4431291,,,53.00,,$105.47
,Cash Sale,3/7/2026,4431295,,,2.00,,$3.98
,Cash Sale,3/7/2026,4431294,,,4.00,,$9.96
,Cash Sale,3/7/2026,4431292,,,17.00,,$42.33
,Cash Sale,3/7/2026,4431296,,,6.00,,$11.94
,Cash Sale,3/7/2026,4431293,,,5.00,,$12.45
,Cash Sale,3/8/2026,4432395,,,2.00,,$4.98
,Cash Sale,3/8/2026,4432398,,,1.00,,$2.49
,Cash Sale,3/8/2026,4432394,,,16.00,,$39.84
,Cash Sale,3/8/2026,4432393,,,4.00,,$9.96
,Cash Sale,3/8/2026,4432392,,,37.00,,$73.63
Total - $Egg (KR),,,,,,,,$926.22
$Fried Bean Curb (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,3.00,,$8.97
,Cash Sale,3/2/2026,4429209,,,2.00,,$5.98
,Cash Sale,3/3/2026,4429600,,,1.00,,$2.99
,Cash Sale,3/4/2026,4430025,,,1.00,,$2.99
,Cash Sale,3/5/2026,4430423,,,2.00,,$5.98
,Cash Sale,3/6/2026,4430850,,,2.00,,$5.98
,Cash Sale,3/6/2026,4430849,,,3.00,,$8.97
,Cash Sale,3/7/2026,4431291,,,2.00,,$5.98
,Cash Sale,3/8/2026,4432392,,,2.00,,$5.98
,Cash Sale,3/8/2026,4432394,,,2.00,,$5.98
Total - $Fried Bean Curb (KR),,,,,,,,$59.80
$Garlic Oil (KR),,,,,,,,
,Cash Sale,3/2/2026,4429213,,,1.00,,$2.49
,Cash Sale,3/3/2026,4429598,,,1.00,,$1.99
,Cash Sale,3/5/2026,4430423,,,2.00,,$3.98
,Cash Sale,3/6/2026,4430858,,,1.00,,$2.49
,Cash Sale,3/6/2026,4430849,,,1.00,,$1.99
,Cash Sale,3/8/2026,4432392,,,2.00,,$3.98
Total - $Garlic Oil (KR),,,,,,,,$16.92
$Grated Garlic (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,2.00,,$3.98
,Cash Sale,3/3/2026,4429600,,,1.00,,$2.49
,Cash Sale,3/4/2026,4430020,,,1.00,,$1.99
,Cash Sale,3/5/2026,4430423,,,1.00,,$1.99
,Cash Sale,3/5/2026,4430424,,,2.00,,$4.98
,Cash Sale,3/6/2026,4430849,,,1.00,,$1.99
,Cash Sale,3/7/2026,4431291,,,1.00,,$1.99
,Cash Sale,3/8/2026,4432392,,,1.00,,$1.99
Total - $Grated Garlic (KR),,,,,,,,$21.40
$Half Noodle - Thick (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,2.00,,$3.98
,Cash Sale,3/2/2026,4429212,,,2.00,,$5.98
,Cash Sale,3/2/2026,4429208,,,2.00,,$5.98
,Cash Sale,3/3/2026,4429598,,,5.00,,$9.95
,Cash Sale,3/3/2026,4429604,,,2.00,,$5.98
,Cash Sale,3/4/2026,4430020,,,4.00,,$7.96
,Cash Sale,3/4/2026,4430024,,,2.00,,$5.98
,Cash Sale,3/4/2026,4430023,,,1.00,,$1.99
,Cash Sale,3/4/2026,4430021,,,2.00,,$5.98
,Cash Sale,3/5/2026,4430423,,,1.00,,$1.99
,Cash Sale,3/5/2026,4430428,,,2.00,,$5.98
,Cash Sale,3/5/2026,4430424,,,3.00,,$8.97
,Cash Sale,3/6/2026,4430858,,,1.00,,$2.99
,Cash Sale,3/6/2026,4430851,,,1.00,,$2.99
,Cash Sale,3/6/2026,4430849,,,6.00,,$11.94
,Cash Sale,3/6/2026,4430850,,,2.00,,$5.98
,Cash Sale,3/7/2026,4431291,,,4.00,,$7.96
,Cash Sale,3/7/2026,4431294,,,2.00,,$5.98
,Cash Sale,3/7/2026,4431292,,,1.00,,$2.99
,Cash Sale,3/8/2026,4432392,,,5.00,,$9.95
Total - $Half Noodle - Thick (KR),,,,,,,,$121.50
$Half Noodle - Thin (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,2.00,,$3.98
,Cash Sale,3/3/2026,4429599,,,2.00,,$5.98
,Cash Sale,3/3/2026,4429602,,,1.00,,$2.99
,Cash Sale,3/3/2026,4429598,,,2.00,,$3.98
,Cash Sale,3/3/2026,4429600,,,1.00,,$2.99
,Cash Sale,3/4/2026,4430020,,,3.00,,$5.97
,Cash Sale,3/5/2026,4430423,,,2.00,,$3.98
,Cash Sale,3/6/2026,4430849,,,3.00,,$5.97
,Cash Sale,3/6/2026,4430851,,,2.00,,$5.98
,Cash Sale,3/7/2026,4431291,,,3.00,,$5.97
,Cash Sale,3/8/2026,4432394,,,3.00,,$8.97
Total - $Half Noodle - Thin (KR),,,,,,,,$56.76
$Jalapeno Paste (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,1.00,,$1.99
,Cash Sale,3/4/2026,4430028,,,1.00,,$2.49
,Cash Sale,3/5/2026,4430423,,,1.00,,$1.99
,Cash Sale,3/5/2026,4430426,,,1.00,,$2.49
,Cash Sale,3/7/2026,4431291,,,3.00,,$5.97
,Cash Sale,3/8/2026,4432392,,,1.00,,$1.99
Total - $Jalapeno Paste (KR),,,,,,,,$16.92
$Nori (KR),,,,,,,,
,Cash Sale,3/2/2026,4429206,,,2.00,,$2.98
