Kinton Kinka Canada Holdings inc
Parent : Franchise - Restaurant/Brand Roll Up : Franchise Restaurant - Canada : Franchise Restaurant - Kinton Ramen : Franchise Restaurant - Kinton Ramen - British Columbia : Kinton Ramen Robson - KRF0018
Sales by Item Detail
"February 9, 2026 - February 15, 2026"


Item ,Type ,Date ,Document Number ,Description ,Serial Numbers ,Qty. Sold ,Sales Price ,Revenue 
Kit/Package,,,,,,,,
$1 Topping (KR),,,,,,,,
Total - $Seaweed (KR),,,,,,,,$15.43
$Wood Ear Mushrooms (KR),,,,,,,,
,Cash Sale,2/9/2026,4420643,,,2.00,,$4.98
,Cash Sale,2/10/2026,4421027,,,1.00,,$1.99
,Cash Sale,2/13/2026,4422279,,,1.00,,$2.49
,Cash Sale,2/13/2026,4422281,,,3.00,,$5.97
,Cash Sale,2/14/2026,4422705,,,1.00,,$1.99
,Cash Sale,2/14/2026,4422707,,,1.00,,$2.49
,Cash Sale,2/15/2026,4423115,,,1.00,,$1.99
Total - $Wood Ear Mushrooms (KR),,,,,,,,$21.90
10pc Free Gyoza (KR),,,,,,,,
,Cash Sale,2/15/2026,4423115,,,1.00,,$0.00
Total - 10pc Free Gyoza (KR),,,,,,,,$0.00
500ml San Pellegrino Carbonated Water (KR),,,,,,,,
,Cash Sale,2/9/2026,4420642,,,1.00,,$2.00
,Cash Sale,2/10/2026,4421023,,,1.00,,$4.99
,Cash Sale,2/13/2026,4422279,,,2.00,,$10.00
,Cash Sale,2/14/2026,4422707,,,2.00,,$7.00
,Cash Sale,2/15/2026,4423115,,,1.00,,$4.99
Total - 500ml San Pellegrino Carbonated Water (KR),,,,,,,,$28.98
Age Gyoza (Pork) (KR),,,,,,,,
,Cash Sale,2/9/2026,4420640,,,1.00,,$7.99
,Cash Sale,2/9/2026,4420639,,,50.00,,$97.86
,Cash Sale,2/9/2026,4420643,,,4.00,,$31.96
,Cash Sale,2/9/2026,4420642,,,8.00,,$63.92
,Cash Sale,2/10/2026,4421026,,,3.00,,$15.98
,Cash Sale,2/10/2026,4421025,,,1.00,,$7.99
,Cash Sale,2/10/2026,4421023,,,52.00,,$41.94
,Cash Sale,2/11/2026,4421431,,,29.00,,$34.95
,Cash Sale,2/11/2026,4421434,,,1.00,,$0.00
,Cash Sale,2/11/2026,4421435,,,1.00,,$0.00
,Cash Sale,2/11/2026,4421438,,,1.00,,$7.99
,Cash Sale,2/12/2026,4421851,,,1.00,,$0.00
,Cash Sale,2/12/2026,4421848,,,1.00,,$7.99
,Cash Sale,2/12/2026,4421846,,,1.00,,$6.99
,Cash Sale,2/12/2026,4421845,,,1.00,,$7.99
,Cash Sale,2/12/2026,4421844,,,38.00,,$83.88
,Cash Sale,2/13/2026,4422278,,,1.00,,$0.00
,Cash Sale,2/13/2026,4422284,,,1.00,,$0.00
,Cash Sale,2/13/2026,4422281,,,53.00,,$55.92
,Cash Sale,2/13/2026,4422282,,,2.00,,$15.98
,Cash Sale,2/13/2026,4422280,,,1.00,,$0.00
,Cash Sale,2/13/2026,4422279,,,9.00,,$47.94
,Cash Sale,2/14/2026,4422705,,,47.00,,$69.90
,Cash Sale,2/14/2026,4422710,,,1.00,,$0.00
,Cash Sale,2/14/2026,4422707,,,4.00,,$15.98
,Cash Sale,2/14/2026,4422706,,,2.00,,$15.98
,Cash Sale,2/15/2026,4423121,,,1.00,,$7.99
,Cash Sale,2/15/2026,4423118,,,4.00,,$7.99
,Cash Sale,2/15/2026,4423117,,,2.00,,$6.99
,Cash Sale,2/15/2026,4423116,,,5.00,,$15.98
,Cash Sale,2/15/2026,4423115,,,57.00,,$118.83
Total - Age Gyoza (Pork) (KR),,,,,,,,$796.91
Age Gyoza (Veg) (KR),,,,,,,,
,Cash Sale,2/9/2026,4420640,,,1.00,,$7.99
,Cash Sale,2/9/2026,4420639,,,9.00,,$20.97
,Cash Sale,2/9/2026,4420642,,,3.00,,$7.99
,Cash Sale,2/10/2026,4421026,,,2.00,,$0.00
,Cash Sale,2/10/2026,4421023,,,11.00,,$20.97
,Cash Sale,2/11/2026,4421431,,,6.00,,$20.97
,Cash Sale,2/11/2026,4421434,,,2.00,,$7.99
,Cash Sale,2/12/2026,4421844,,,8.00,,$41.94
,Cash Sale,2/12/2026,4421848,,,1.00,,$7.99
,Cash Sale,2/12/2026,4421845,,,1.00,,$7.99
,Cash Sale,2/13/2026,4422279,,,3.00,,$23.97
,Cash Sale,2/13/2026,4422281,,,11.00,,$13.98
,Cash Sale,2/14/2026,4422705,,,14.00,,$34.95
,Cash Sale,2/14/2026,4422707,,,1.00,,$0.00
,Cash Sale,2/15/2026,4423115,,,13.00,,$6.99
,Cash Sale,2/15/2026,4423118,,,1.00,,$7.99
,Cash Sale,2/15/2026,4423116,,,2.00,,$7.99
Total - Age Gyoza (Veg) (KR),,,,,,,,$240.67
Beef Donburi (KR),,,,,,,,
,Cash Sale,2/9/2026,4420644,,,1.00,,$11.99
,Cash Sale,2/9/2026,4420639,,,2.00,,$23.98
,Cash Sale,2/10/2026,4421023,,,1.00,,$11.99
,Cash Sale,2/12/2026,4421844,,,1.00,,$11.99
,Cash Sale,2/13/2026,4422281,,,1.00,,$11.99
,Cash Sale,2/14/2026,4422705,,,3.00,,$35.97
,Cash Sale,2/15/2026,4423115,,,3.00,,$35.97
Total - Beef Donburi (KR),,,,,,,,$143.88
Beef Miso (KR),,,,,,,,
,Cash Sale,2/10/2026,4421026,,,1.00,,$20.99
,Cash Sale,2/10/2026,4421024,,,1.00,,$20.99
,Cash Sale,2/11/2026,4421431,,,1.00,,$2.00
,Cash Sale,2/11/2026,4421436,,,1.00,,$20.99
,Cash Sale,2/11/2026,4421435,,,1.00,,$17.99
,Cash Sale,2/12/2026,4421844,,,3.00,,$53.97
,Cash Sale,2/13/2026,4422281,,,1.00,,$2.00
,Cash Sale,2/14/2026,4422705,,,4.00,,$39.98
,Cash Sale,2/14/2026,4422710,,,1.00,,$17.99
,Cash Sale,2/14/2026,4422706,,,1.00,,$20.99
,Cash Sale,2/15/2026,4423115,,,4.00,,$55.97
,Cash Sale,2/15/2026,4423116,,,1.00,,$20.99
Total - Beef Miso (KR),,,,,,,,$294.85
Beef Original (KR),,,,,,,,
,Cash Sale,2/9/2026,4420640,,,1.00,,$19.99
,Cash Sale,2/9/2026,4420639,,,18.00,,$193.89
,Cash Sale,2/9/2026,4420642,,,1.00,,$19.99
,Cash Sale,2/9/2026,4420641,,,1.00,,$19.99
,Cash Sale,2/10/2026,4421023,,,10.00,,$137.92
,Cash Sale,2/10/2026,4421027,,,1.00,,$16.99
,Cash Sale,2/11/2026,4421431,,,9.00,,$120.93
,Cash Sale,2/11/2026,4421436,,,1.00,,$19.99
,Cash Sale,2/11/2026,4421435,,,1.00,,$16.99
,Cash Sale,2/12/2026,4421847,,,1.00,,$19.99
,Cash Sale,2/12/2026,4421846,,,1.00,,$16.99
,Cash Sale,2/12/2026,4421844,,,25.00,,$328.81
,Cash Sale,2/13/2026,4422278,,,1.00,,$16.99
,Cash Sale,2/13/2026,4422281,,,14.00,,$141.92
,Cash Sale,2/13/2026,4422282,,,1.00,,$19.99
,Cash Sale,2/13/2026,4422280,,,1.00,,$1.00
,Cash Sale,2/13/2026,4422279,,,2.00,,$39.98
,Cash Sale,2/14/2026,4422705,,,23.00,,$262.85
,Cash Sale,2/14/2026,4422707,,,1.00,,$19.99
,Cash Sale,2/14/2026,4422706,,,1.00,,$19.99
,Cash Sale,2/15/2026,4423115,,,14.00,,$141.92
,Cash Sale,2/15/2026,4423118,,,2.00,,$39.98
,Cash Sale,2/15/2026,4423116,,,1.00,,$19.99
Total - Beef Original (KR),,,,,,,,"$1,657.07"
Beef Plain Ramen (KR),,,,,,,,
,Cash Sale,2/9/2026,4420639,,,3.00,,$3.00
,Cash Sale,2/10/2026,4421023,,,2.00,,$2.00
,Cash Sale,2/11/2026,4421431,,,2.00,,$2.00
,Cash Sale,2/13/2026,4422281,,,3.00,,$3.00
,Cash Sale,2/14/2026,4422705,,,3.00,,$3.00
,Cash Sale,2/15/2026,4423115,,,3.00,,$3.00
Total - Beef Plain Ramen (KR),,,,,,,,$16.00
Beef Shoyu (KR),,,,,,,,
,Cash Sale,2/9/2026,4420642,,,1.00,,$1.00
,Cash Sale,2/9/2026,4420639,,,5.00,,$84.95
,Cash Sale,2/10/2026,4421023,,,4.00,,$51.97
,Cash Sale,2/10/2026,4421027,,,2.00,,$33.98
,Cash Sale,2/11/2026,4421431,,,5.00,,$52.97
,Cash Sale,2/12/2026,4421844,,,4.00,,$35.98
,Cash Sale,2/12/2026,4421852,,,1.00,,$16.99
,Cash Sale,2/13/2026,4422282,,,1.00,,$19.99
,Cash Sale,2/13/2026,4422281,,,9.00,,$72.96
,Cash Sale,2/14/2026,4422705,,,10.00,,$169.90
,Cash Sale,2/14/2026,4422709,,,1.00,,$19.99
,Cash Sale,2/15/2026,4423115,,,1.00,,$16.99
Total - Beef Shoyu (KR),,,,,,,,$577.67
Beef Spicy (KR),,,,,,,,
,Cash Sale,2/9/2026,4420642,,,1.00,,$2.00
,Cash Sale,2/9/2026,4420639,,,6.00,,$27.99
,Cash Sale,2/10/2026,4421023,,,14.00,,$139.93
,Cash Sale,2/10/2026,4421024,,,1.00,,$20.99
,Cash Sale,2/11/2026,4421431,,,7.00,,$125.93
,Cash Sale,2/11/2026,4421433,,,1.00,,$20.99
,Cash Sale,2/12/2026,4421844,,,9.00,,$145.92
,Cash Sale,2/13/2026,4422279,,,6.00,,$125.94
,Cash Sale,2/13/2026,4422281,,,6.00,,$91.95
,Cash Sale,2/13/2026,4422282,,,2.00,,$41.98
,Cash Sale,2/14/2026,4422705,,,15.00,,$125.94
,Cash Sale,2/14/2026,4422707,,,2.00,,$22.99
,Cash Sale,2/14/2026,4422706,,,1.00,,$20.99
,Cash Sale,2/15/2026,4423115,,,10.00,,$163.91
,Cash Sale,2/15/2026,4423118,,,2.00,,$22.99
,Cash Sale,2/15/2026,4423117,,,2.00,,$35.98
,Cash Sale,2/15/2026,4423116,,,1.00,,$20.99
Total - Beef Spicy (KR),,,,,,,,"$1,157.41"
Beef Spicy Jalapeno Ramen (KR),,,,,,,,
,Cash Sale,2/9/2026,4420643,,,1.00,,$20.99
,Cash Sale,2/9/2026,4420639,,,2.00,,$19.99
,Cash Sale,2/10/2026,4421023,,,3.00,,$37.98
,Cash Sale,2/10/2026,4421024,,,1.00,,$20.99
,Cash Sale,2/12/2026,4421844,,,5.00,,$89.95
,Cash Sale,2/13/2026,4422281,,,2.00,,$19.99
,Cash Sale,2/14/2026,4422705,,,2.00,,$19.99
,Cash Sale,2/15/2026,4423115,,,1.00,,$17.99
Total - Beef Spicy Jalapeno Ramen (KR),,,,,,,,$247.87
Bottle Water (KR),,,,,,,,
,Cash Sale,2/14/2026,4422707,,,1.00,,$0.00
Total - Bottle Water (KR),,,,,,,,$0.00
Chicken Don (KR),,,,,,,,
,Cash Sale,2/9/2026,4420639,,,3.00,,$26.97
,Cash Sale,2/10/2026,4421023,,,3.00,,$26.97
,Cash Sale,2/11/2026,4421431,,,3.00,,$26.97
,Cash Sale,2/12/2026,4421844,,,1.00,,$8.99
,Cash Sale,2/14/2026,4422705,,,1.00,,$8.99
,Cash Sale,2/15/2026,4423115,,,2.00,,$17.98
Total - Chicken Don (KR),,,,,,,,$116.87
Chicken Miso (KR),,,,,,,,
,Cash Sale,2/11/2026,4421431,,,1.00,,$16.99
,Cash Sale,2/11/2026,4421434,,,3.00,,$59.97
,Cash Sale,2/12/2026,4421844,,,4.00,,$19.99
,Cash Sale,2/13/2026,4422281,,,2.00,,$17.99
,Cash Sale,2/14/2026,4422705,,,10.00,,$137.92
,Cash Sale,2/14/2026,4422707,,,2.00,,$39.98
,Cash Sale,2/14/2026,4422706,,,1.00,,$19.99
,Cash Sale,2/15/2026,4423115,,,2.00,,$17.99
,Cash Sale,2/15/2026,4423118,,,1.00,,$19.99
Total - Chicken Miso (KR),,,,,,,,$350.81
Chicken Original (KR),,,,,,,,
,Cash Sale,2/9/2026,4420642,,,1.00,,$18.99
,Cash Sale,2/9/2026,4420639,,,9.00,,$95.94
,Cash Sale,2/10/2026,4421023,,,16.00,,$143.91
,Cash Sale,2/11/2026,4421431,,,9.00,,$95.94
,Cash Sale,2/11/2026,4421435,,,2.00,,$31.98
,Cash Sale,2/12/2026,4421844,,,10.00,,$159.90
,Cash Sale,2/12/2026,4421848,,,1.00,,$18.99
,Cash Sale,2/13/2026,4422278,,,1.00,,$15.99
,Cash Sale,2/13/2026,4422281,,,8.00,,$79.95
,Cash Sale,2/13/2026,4422279,,,1.00,,$18.99
,Cash Sale,2/14/2026,4422705,,,13.00,,$159.90
,Cash Sale,2/15/2026,4423115,,,18.00,,$207.87
,Cash Sale,2/15/2026,4423118,,,2.00,,$18.99
,Cash Sale,2/15/2026,4423117,,,1.00,,$15.99
,Cash Sale,2/15/2026,4423116,,,1.00,,$18.99
Total - Chicken Original (KR),,,,,,,,"$1,102.32"
Chicken Plain Ramen (KR),,,,,,,,
,Cash Sale,2/9/2026,4420639,,,4.00,,$0.00
,Cash Sale,2/10/2026,4421023,,,6.00,,$0.00
,Cash Sale,2/11/2026,4421431,,,7.00,,$0.00
,Cash Sale,2/12/2026,4421844,,,2.00,,$0.00
,Cash Sale,2/13/2026,4422281,,,2.00,,$0.00
,Cash Sale,2/14/2026,4422705,,,3.00,,$0.00
,Cash Sale,2/14/2026,4422710,,,1.00,,$0.00
,Cash Sale,2/15/2026,4423115,,,3.00,,$0.00
Total - Chicken Plain Ramen (KR),,,,,,,,$0.00
Chicken Shoyu (KR),,,,,,,,
,Cash Sale,2/9/2026,4420642,,,1.00,,$0.00
,Cash Sale,2/9/2026,4420639,,,2.00,,$15.99
,Cash Sale,2/10/2026,4421023,,,8.00,,$79.95
