Category,Product name,Qty. Sold,Revenue,Date,Day,Month,Year,Weekday,Document Number,Transaction Type,Source File
Main,Beef Spicy (KR),26.0,259.74,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Beef Spicy (KR),22.0,219.78,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Chicken Breast (KR),1.0,3.99,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Chicken Breast (KR),1.0,3.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Chicken Breast (KR),1.0,3.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Chicken Breast (KR),3.0,11.97,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Chicken Don (KR),1.0,7.99,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Chicken Don (KR),2.0,15.98,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Miso (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Miso (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Miso (KR),5.0,49.95,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Miso (KR),2.0,19.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Original (KR),16.0,159.84,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Original (KR),8.0,79.92,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Original (KR),4.0,39.96,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Original (KR),10.0,99.9,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Shoyu (KR),5.0,49.95,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Shoyu (KR),1.0,9.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Shoyu (KR),1.0,9.99,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Spicy Jalapeno (KR),4.0,39.96,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Spicy Jalapeno (KR),5.0,49.95,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Spicy Jalapeno (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Chicken Spicy Jalapeno (KR),8.0,79.92,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Coke (KR),5.0,14.95,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Coke (KR),5.0,14.95,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Coke (KR),4.0,11.96,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Coke Zero (KR),5.0,14.95,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Coke Zero (KR),2.0,5.98,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Coke Zero (KR),1.0,2.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Corn (KR),2.0,3.98,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Corn (KR),1.0,1.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Corn (KR),2.0,3.98,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Corn (KR),2.0,3.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,Deliverect SkipTheDishes Discount (KR),13.0,-7.99,2025-03-29,29,3,2025,Saturday,4187896.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Diet Coke (KR),2.0,5.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Diet Coke (KR),2.0,5.98,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Diet Coke (KR),1.0,2.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Egg (KR),28.0,55.72,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Egg (KR),20.0,39.8,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Egg (KR),13.0,25.87,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Egg (KR),40.0,79.6,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Extra Soup (KR),1.0,5.49,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Fried Bean Curb (KR),2.0,5.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Garlic Oil (KR),2.0,3.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Ginger Ale (KR),2.0,5.98,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Ginger Ale (KR),1.0,2.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Ginger Ale (KR),1.0,2.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Ginger Ale (KR),6.0,17.94,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Gohan (KR),5.0,14.95,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Gohan (KR),1.0,2.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Golden Sesame Meat (KR),1.0,3.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Grated Garlic (KR),1.0,1.99,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Grated Garlic (KR),1.0,1.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,HOT WATER (KR),2.0,0.0,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Half Noodle - Thick (KR),5.0,9.95,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Half Noodle - Thick (KR),3.0,5.97,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Half Noodle - Thick (KR),6.0,11.94,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Half Noodle - Thick (KR),5.0,9.95,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Half Noodle - Thin (KR),2.0,3.98,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Half Noodle - Thin (KR),4.0,7.96,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Half Noodle - Thin (KR),2.0,3.98,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Half Noodle - Thin (KR),6.0,11.94,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Hot Karaage (KR),2.0,21.98,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Hot Karaage (KR),1.0,10.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Hot Karaage (KR),2.0,21.99,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,House Sake Hot (KR),1.0,9.99,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Housemade Lemonade (KR),1.0,4.99,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Housemade Lemonade (KR),4.0,19.96,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Housemade Lemonade (KR),3.0,14.97,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Japanese Tea (KR),1.0,2.99,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Japanese Tea (KR),3.0,8.97,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Japanese Tea (KR),2.0,5.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Kogashi Shoyu-men (KR),1.0,21.99,2025-03-29,29,3,2025,Saturday,4187896.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Kurogoma Cheesecake (KR),1.0,5.99,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Mango Cheesecake (KR),2.0,11.98,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Mango Cheesecake (KR),1.0,6.99,2025-03-29,29,3,2025,Saturday,4187896.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Mango Cheesecake (KR),1.0,5.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Matcha Cheesecake (KR),4.0,23.96,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Matcha Cheesecake (KR),1.0,5.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Matcha Ice Cream (KR),2.0,11.98,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Matcha Ice Cream (KR),1.0,5.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Mini Sapporo (KR),1.0,5.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Bamboo Shoots (KR),6.0,0.0,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Bamboo Shoots (KR),2.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Bamboo Shoots (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Corn (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Corn (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Grated Garlic (KR),2.0,0.0,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Scallions (KR),2.0,0.0,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Scallions (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Scallions (KR),3.0,0.0,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Wood Ear Mushrooms (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Wood Ear Mushrooms (KR),2.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Wood Ear Mushrooms (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,NO Wood Ear Mushrooms (KR),3.0,0.0,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Nori (KR),2.0,2.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,OTS Bamboo Shoots (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,OTS Corn (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,OTS Corn (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,OTS Garlic Oil (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,OTS Grated Garlic (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,OTS Wood Ear Mushrooms (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Original Karaage (KR),4.0,39.96,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Original Karaage (KR),3.17,31.64,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Original Karaage (KR),2.0,19.98,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Original Karaage (KR),4.83,48.29,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Otsukare Pop (KR),4.0,3.0,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,Paper Bag (KR),1.0,0.25,2025-03-29,29,3,2025,Saturday,4187898.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,Paper Bag (KR),1.0,0.25,2025-03-29,29,3,2025,Saturday,4187896.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Pint Sapporo (KR),3.0,23.97,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Pint Sapporo (KR),6.0,47.94,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Pint Sapporo (KR),7.0,55.93,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Pint Sapporo (KR),5.0,39.95,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Pork (KR),2.0,7.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Pork (KR),2.0,7.98,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Pork (KR),1.0,3.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Pork Donburi (KR),1.0,8.99,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Pork Donburi (KR),1.0,8.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Pork Donburi (KR),2.0,17.98,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Pork Donburi (KR),3.0,26.97,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Miso (KR),11.0,109.89,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Miso (KR),4.0,39.96,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Miso (KR),9.0,89.91,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Miso (KR),15.0,149.85,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Original (KR),64.0,639.36,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Original (KR),27.0,269.73,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Original (KR),13.0,129.87,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Original (KR),24.0,239.76,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Shoyu (KR),6.0,59.94,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Shoyu (KR),11.0,109.89,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Shoyu (KR),2.0,31.98,2025-03-29,29,3,2025,Saturday,4187898.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Shoyu (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Shoyu (KR),8.0,79.92,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Spicy Garlic (KR),20.0,199.8,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Spicy Garlic (KR),21.0,209.79,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Spicy Garlic (KR),29.0,289.71,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Pork Spicy Garlic (KR),19.0,189.81,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Scallions (KR),1.0,1.49,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Seaweed (KR),1.0,1.99,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Topping,Seaweed (KR),1.0,1.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Shirataki (KR),1.0,5.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Sparkling Yuzu (KR),1.0,6.99,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Sparkling Yuzu (KR),1.0,6.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Sprite (KR),1.0,2.99,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Sprite (KR),1.0,2.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,THICK (KR),124.0,0.0,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,THICK (KR),1.0,0.0,2025-03-29,29,3,2025,Saturday,4187896.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,THICK (KR),91.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,THICK (KR),2.0,0.0,2025-03-29,29,3,2025,Saturday,4187898.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,THICK (KR),74.0,0.0,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,THICK (KR),81.0,0.0,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Takoyaki (KR),4.0,27.96,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Takoyaki (KR),2.0,13.98,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Takoyaki (KR),1.0,6.99,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,Thin (KR),108.0,0.0,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,Thin (KR),57.0,0.0,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,Thin (KR),59.0,0.0,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,Thin (KR),69.0,0.0,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Tokyo Fries (KR),3.0,20.97,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Tokyo Fries (KR),4.0,27.96,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Tokyo Fries (KR),3.0,20.97,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Tokyo Fries (KR),5.0,34.95,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Miso (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Miso (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Miso (KR),5.0,49.95,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Miso (KR),4.0,39.96,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Original (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Original (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Original (KR),2.0,19.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Shoyu (KR),2.0,19.98,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Shoyu (KR),1.0,9.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Spicy (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Spicy (KR),5.0,49.95,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Spicy (KR),8.0,79.92,2025-03-29,29,3,2025,Saturday,4187897.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Main,Veg Spicy (KR),3.0,29.97,2025-03-29,29,3,2025,Saturday,4187894.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Dessert,Yuzu Cheesecake (KR),2.0,11.98,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Yuzu Honey Tea (KR),2.0,9.98,2025-03-29,29,3,2025,Saturday,4187893.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Drink,Yuzu Honey Tea (KR),1.0,4.99,2025-03-29,29,3,2025,Saturday,4187895.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,100% Discount Item (KR),7.0,-41.93,2025-03-30,30,3,2025,Sunday,4188768.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,100% Discount Item (KR),1.0,-5.99,2025-03-30,30,3,2025,Sunday,4188762.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,100% Discount Item (KR),4.0,-23.96,2025-03-30,30,3,2025,Sunday,4188774.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,100% Discount Item (KR),1.0,-5.99,2025-03-30,30,3,2025,Sunday,4188779.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,15% Item Staff Discount (KR),1.0,-2.85,2025-03-30,30,3,2025,Sunday,4188768.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,2 x $Egg (KR),3.0,11.94,2025-03-30,30,3,2025,Sunday,4188774.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Other,2 x $Egg (KR),1.0,3.98,2025-03-30,30,3,2025,Sunday,4188762.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
Side,Age Gyoza (Pork) (KR),1.0,7.99,2025-03-30,30,3,2025,Sunday,4188760.0,Cash Sale,SalesbyItemDetail0324to03302025.csv
